Location ID,Depth Top,Depth Base,Geology Code,Location Code
84-14 (B-314),29.0,34,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
Boring #1,0.0,12.5,FILL,1994 0415 11122 RGV CMC North Campus
Boring #1,12.5,15.5,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #1,15.5,18.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #1,18.0,30,GLACIOFLUVIAL (SAND) DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #2,0.0,11.0,FILL,1994 0415 11122 RGV CMC North Campus
Boring #2,11.0,13.5,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #2,13.5,24.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #2,24.0,30,GLACIOFLUVIAL (SAND) DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #3,0.0,9.0,FILL,1994 0415 11122 RGV CMC North Campus
Boring #3,9.0,37.0,MARINE SAND DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #3,37.0,48.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #3,48.0,56.5,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
Boring #4,0.0,9.5,FILL,1994 0415 11122 RGV CMC North Campus
Boring #4,9.5,26.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #4,26.0,31.0,GLACIOFLUVIAL (SAND) DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #4,31.0,61.5,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
Boring #5,0.0,9.0,FILL,1994 0415 11122 RGV CMC North Campus
Boring #5,9.0,57, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #6,0.0,7.5,FILL,1994 0415 11122 RGV CMC North Campus
Boring #6,7.5,11.0,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #6,11.0,13.5,MARINE SAND DEPOSITS,1994 0415 11122 RGV CMC North Campus
Boring #6,13.5,53,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
20,0.0,8.0,FILL,1994 0415 11122 RGV CMC North Campus
20,8.0,10.0,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
20,10.0,60.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
20,60.0,86.5,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
21,0.0,10.0,FILL,1994 0415 11122 RGV CMC North Campus
21,10.0,67.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
21,67.0,104.0,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
21,104.0,114,WEATHERED BEDROCK,1994 0415 11122 RGV CMC North Campus
22,0.0,9.0,FILL,1994 0415 11122 RGV CMC North Campus
22,9.0,10.0,MARINE SAND DEPOSITS,1994 0415 11122 RGV CMC North Campus
22,10.0,60.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
22,60.0,91.5,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
23,0.0,25.0,FILL,1994 0415 11122 RGV CMC North Campus
23,25.0,10.0,MARINE SAND DEPOSITS,1994 0415 11122 RGV CMC North Campus
23,10.0,59.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
23,59.0,86.8,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
24,0.0,9.0,FILL,1994 0415 11122 RGV CMC North Campus
24,9.0,58.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
24,58.0,91.5,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
25,0.0,20.0,FILL,1994 0415 11122 RGV CMC North Campus
25,20.0,7.5,MARINE SAND DEPOSITS,1994 0415 11122 RGV CMC North Campus
25,7.5,71.5, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
25,71.5,102,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
26,0.0,9.0,FILL,1994 0415 11122 RGV CMC North Campus
26,9.0,12.0,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
26,12.0,50.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
26,50.0,104.0,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
26,104.0,114,WEATHERED BEDROCK,1994 0415 11122 RGV CMC North Campus
27,0.0,20.0,FILL,1994 0415 11122 RGV CMC North Campus
27,20.0,8.5,MARINE SAND DEPOSITS,1994 0415 11122 RGV CMC North Campus
27,8.5,53.5, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
27,53.5,70.0,GLACIOFLUVIAL (SAND) DEPOSITS,1994 0415 11122 RGV CMC North Campus
27,70.0,101.0,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
27,101.0,111,WEATHERED BEDROCK,1994 0415 11122 RGV CMC North Campus
B 94-1,0.0,12.0,FILL,1994 0415 11122 RGV CMC North Campus
B 94-1,12.0,85, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-2,0.0,13.0,FILL,1994 0415 11122 RGV CMC North Campus
B 94-2,13.0,14.0,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-2,14.0,61, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-3,0.0,8.0,FILL,1994 0415 11122 RGV CMC North Campus
B 94-3,8.0,9.5,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-3,9.5,76, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-4,0.0,7.5,FILL,1994 0415 11122 RGV CMC North Campus
B 94-4,7.5,10.5,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-4,10.5,58.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-4,58.0,61,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
B 94-5,0.0,7.0,FILL,1994 0415 11122 RGV CMC North Campus
B 94-5,7.0,9.5,ORGANIC DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-5,9.5,63.0, MARINE CLAY DEPOSITS,1994 0415 11122 RGV CMC North Campus
B 94-5,63.0,66.1,GLACIAL TILL,1994 0415 11122 RGV CMC North Campus
81-1,0.0,3.0,FILL,1981 0428 4779 BCH Blackfan Street
81-1,3.0,10.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
81-1,10.0,46, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
81-2,0.0,0.5,FILL,1981 0428 4779 BCH Blackfan Street
81-2,0.5,11.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
81-2,11.0,41, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
81-3,0.0,8.0,FILL,1981 0428 4779 BCH Blackfan Street
81-3,8.0,30.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-89-1,0.0,9.0,FILL,1991 0401 10273 BWH Clinical Support Fac
B-89-1,9.0,48.0, MARINE CLAY DEPOSITS,1991 0401 10273 BWH Clinical Support Fac
B-89-1,48.0,53.0,GLACIAL TILL,1991 0401 10273 BWH Clinical Support Fac
B-89-1,53.0,63.2,BEDROCK,1991 0401 10273 BWH Clinical Support Fac
B-89-2,0.0,13.0,FILL,1991 0401 10273 BWH Clinical Support Fac
B-89-2,13.0,41.5, MARINE CLAY DEPOSITS,1991 0401 10273 BWH Clinical Support Fac
B-89-2,41.5,47.5,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0401 10273 BWH Clinical Support Fac
B-89-2,47.5,56.0,GLACIAL TILL,1991 0401 10273 BWH Clinical Support Fac
B-89-2,56.0,61.3,BEDROCK,1991 0401 10273 BWH Clinical Support Fac
B1,0.0,16.0,FILL,1961 05 61473 NEDH New England Deaconess
B1,16.0,24.5, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B1,24.5,36,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
B2 ,0.0,13.0,FILL,1961 05 61473 NEDH New England Deaconess
B2 ,13.0,23.0, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B2 ,23.0,30,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
B3 ,0.0,12.5,FILL,1961 05 61473 NEDH New England Deaconess
B3 ,12.5,21.5,MARINE SAND DEPOSITS,1961 05 61473 NEDH New England Deaconess
B3 ,21.5,24.0, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B3 ,24.0,30,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
B4 ,0.0,19.5,FILL,1961 05 61473 NEDH New England Deaconess
B4 ,19.5,24.0,ORGANIC DEPOSITS,1961 05 61473 NEDH New England Deaconess
B4 ,24.0,30,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
B5 ,0.0,13.0,FILL,1961 05 61473 NEDH New England Deaconess
B5 ,13.0,15.0, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B5 ,15.0,55,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
B6,0.0,7.0,FILL,1961 05 61473 NEDH New England Deaconess
B6,7.0,24.0,MARINE SAND DEPOSITS,1961 05 61473 NEDH New England Deaconess
B6,24.0,30,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
B7,0.0,9.0,FILL,1961 05 61473 NEDH New England Deaconess
B7,9.0,24.0,ORGANIC DEPOSITS,1961 05 61473 NEDH New England Deaconess
B7,24.0,38,MARINE SAND DEPOSITS,1961 05 61473 NEDH New England Deaconess
B8,0.0,20.5,FILL,1961 05 61473 NEDH New England Deaconess
B8,20.5,28.5,ORGANIC DEPOSITS,1961 05 61473 NEDH New England Deaconess
B8,28.5,35, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B9,0.0,8.5,FILL,1961 05 61473 NEDH New England Deaconess
B9,8.5,13.5,ORGANIC DEPOSITS,1961 05 61473 NEDH New England Deaconess
B9,13.5,20.0,MARINE SAND DEPOSITS,1961 05 61473 NEDH New England Deaconess
B9,20.0,30, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B18,0.0,2.5,FILL,1961 05 61473 NEDH New England Deaconess
B18,2.5,15.0, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B18,15.0,-,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
B20,0.0,5.0,FILL,1961 05 61473 NEDH New England Deaconess
B20,5.0,10.0, MARINE CLAY DEPOSITS,1961 05 61473 NEDH New England Deaconess
B20,10.0,-,GLACIOFLUVIAL (SAND) DEPOSITS,1961 05 61473 NEDH New England Deaconess
1,15.0,0.0,MARINE SAND DEPOSITS,1972 0810 259801 JDF Subsurface Investig
1,0.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
2,0.0,8.0,FILL,1972 0810 259801 JDF Subsurface Investig
2,8.0,14.0,MARINE SAND DEPOSITS,1972 0810 259801 JDF Subsurface Investig
2,14.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
3,0.0,7.0,FILL,1972 0810 259801 JDF Subsurface Investig
3,7.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
4,0.0,8.0,FILL,1972 0810 259801 JDF Subsurface Investig
4,8.0,61.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
5,0.0,3.0,FILL,1972 0810 259801 JDF Subsurface Investig
5,3.0,106.7, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
6,0.0,9.0,FILL,1972 0810 259801 JDF Subsurface Investig
6,9.0,29.0,MARINE SAND DEPOSITS,1972 0810 259801 JDF Subsurface Investig
6,29.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
7,0.0,10.0,FILL,1972 0810 259801 JDF Subsurface Investig
7,10.0,33.0,MARINE SAND DEPOSITS,1972 0810 259801 JDF Subsurface Investig
7,33.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
8,0.0,8.0,FILL,1972 0810 259801 JDF Subsurface Investig
8,8.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
9,0.0,9.0,FILL,1972 0810 259801 JDF Subsurface Investig
9,9.0,21.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
10,0.0,10.0,FILL,1972 0810 259801 JDF Subsurface Investig
10,10.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
11,0.0,9.0,FILL,1972 0810 259801 JDF Subsurface Investig
11,9.0,15.0,MARINE SAND DEPOSITS,1972 0810 259801 JDF Subsurface Investig
11,15.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
12,0.0,9.0,FILL,1972 0810 259801 JDF Subsurface Investig
12,9.0,15.0,MARINE SAND DEPOSITS,1972 0810 259801 JDF Subsurface Investig
12,15.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
13,0.0,0.5,FILL,1972 0810 259801 JDF Subsurface Investig
13,0.5,5.0,ORGANIC DEPOSITS,1972 0810 259801 JDF Subsurface Investig
13,5.0,10.0,MARINE SAND DEPOSITS,1972 0810 259801 JDF Subsurface Investig
13,10.0,51.5, MARINE CLAY DEPOSITS,1972 0810 259801 JDF Subsurface Investig
401,0.0,4.0,FILL,1975 1212 3711 AHC Subsurface Investigat
401,4.0,64.0, MARINE CLAY DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
401,64.0,67.0,GLACIOFLUVIAL (SAND) DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
401,67.0,76.0,GLACIAL TILL,1975 1212 3711 AHC Subsurface Investigat
401,76.0,86,BEDROCK,1975 1212 3711 AHC Subsurface Investigat
402,0.0,7.0,FILL,1975 1212 3711 AHC Subsurface Investigat
402,7.0,56.0,GLACIOFLUVIAL (SAND) DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
402,56.0,68.8,GLACIAL TILL,1975 1212 3711 AHC Subsurface Investigat
402,68.8,79,BEDROCK,1975 1212 3711 AHC Subsurface Investigat
403,0.0,5.2,MARINE SAND DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
403A,0.0,5.0,FILL,1975 1212 3711 AHC Subsurface Investigat
403A,5.0,22.0, MARINE CLAY DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
403A,22.0,52.0,GLACIOFLUVIAL (SAND) DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
403A,52.0,61.0,GLACIAL TILL,1975 1212 3711 AHC Subsurface Investigat
403A,61.0,71,BEDROCK,1975 1212 3711 AHC Subsurface Investigat
404,0.0,30.0,FILL,1975 1212 3711 AHC Subsurface Investigat
404,30.0,8.0,MARINE SAND DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
404,8.0,40.0, MARINE CLAY DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
404,40.0,45.0,GLACIAL TILL,1975 1212 3711 AHC Subsurface Investigat
404,45.0,55,BEDROCK,1975 1212 3711 AHC Subsurface Investigat
405,0.0,4.0,FILL,1975 1212 3711 AHC Subsurface Investigat
405,4.0,38.0, MARINE CLAY DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
405,38.0,50.0,GLACIOFLUVIAL (SAND) DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
405,50.0,85.0,GLACIAL TILL,1975 1212 3711 AHC Subsurface Investigat
405,85.0,90,BEDROCK,1975 1212 3711 AHC Subsurface Investigat
406,0.0,8.0,FILL,1975 1212 3711 AHC Subsurface Investigat
406,8.0,48.0, MARINE CLAY DEPOSITS,1975 1212 3711 AHC Subsurface Investigat
406,48.0,65.0,GLACIAL TILL,1975 1212 3711 AHC Subsurface Investigat
406,65.0,73,BEDROCK,1975 1212 3711 AHC Subsurface Investigat
1A,0.0,6.0,FILL,1981 0428 4779 BCH Blackfan Street
1A,6.0,44.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,0.0,6.0,FILL,1981 0428 4779 BCH Blackfan Street
2,6.0,13.5,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,13.5,43.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
3,0.0,5.5,FILL,1981 0428 4779 BCH Blackfan Street
3,5.5,12.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
3,12.0,46, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
4,0.0,5.5,FILL,1981 0428 4779 BCH Blackfan Street
4,5.5,15.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
4,15.0,45, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,0.0,14.5,FILL,1981 0428 4779 BCH Blackfan Street
6,14.5,36.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
7,0.0,16.0,FILL,1981 0428 4779 BCH Blackfan Street
7,16.0,23.5,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
7,23.5,37.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,0.0,4.0,FILL,1981 0428 4779 BCH Blackfan Street
8,4.0,12.5,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,12.5,35.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
4,0.0,45.0,FILL,1981 0428 4779 BCH Blackfan Street
4,45.0,3.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
4,3.0,66, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,0.0,4.5,FILL,1981 0428 4779 BCH Blackfan Street
2,4.5,20.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,20.0,45.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,45.5,64,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
5,0.0,6.5,FILL,1981 0428 4779 BCH Blackfan Street
5,6.5,8.5,ORGANIC DEPOSITS,1981 0428 4779 BCH Blackfan Street
5,8.5,22.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
5,22.0,60, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,0.0,7.0,FILL,1981 0428 4779 BCH Blackfan Street
6,7.0,9.0,ORGANIC DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,9.0,18.5,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,18.5,27.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,27.5,63,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
7,0.0,7.5,FILL,1981 0428 4779 BCH Blackfan Street
7,7.5,18.5,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
7,18.5,80, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,0.0,7.0,FILL,1981 0428 4779 BCH Blackfan Street
8,7.0,15.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,15.0,80, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,0.0,10.5,FILL,1981 0428 4779 BCH Blackfan Street
8,10.5,20.5,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,20.5,40.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,40.5,55.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,55.0,58.5,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
64-16,0.0,7.5,FILL,1981 0428 4779 BCH Blackfan Street
64-16,7.5,12.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-16,12.0,49.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-16,49.0,34.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-16,34.0,67,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
64-17,0.0,9.0,FILL,1981 0428 4779 BCH Blackfan Street
64-17,9.0,19.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-17,19.0,54, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-18,0.0,5.0,FILL,1981 0428 4779 BCH Blackfan Street
64-18,5.0,12.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-18,12.0,33.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-18,33.0,48.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-18,48.0,53,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
64-19,0.0,4.0,FILL,1981 0428 4779 BCH Blackfan Street
64-19,4.0,19.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-19,19.0,55, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-20,0.0,8.0,FILL,1981 0428 4779 BCH Blackfan Street
64-20,8.0,15.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-20,15.0,47.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-20,47.5,55,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-21,0.0,8.0,FILL,1981 0428 4779 BCH Blackfan Street
64-21,8.0,19.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-21,19.0,49.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-21,49.0,53,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
64-22,0.0,9.0,FILL,1981 0428 4779 BCH Blackfan Street
64-22,9.0,18.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-22,18.0,49.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-22,49.0,55,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-23,0.0,9.0,FILL,1981 0428 4779 BCH Blackfan Street
64-23,9.0,48.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-23,48.0,55,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-24,0.0,2.0,FILL,1981 0428 4779 BCH Blackfan Street
64-24,2.0,18.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-24,18.0,49.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
64-24,49.0,55,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,0.0,5.0,FILL,1981 0428 4779 BCH Blackfan Street
2,5.0,12.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,12.0,37.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,37.0,53.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
2,53.0,54,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
3,0.0,2.0,FILL,1981 0428 4779 BCH Blackfan Street
3,2.0,12.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
3,12.0,39.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
3,39.0,53.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
3,53.0,58.8,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
4,0.0,8.0,FILL,1981 0428 4779 BCH Blackfan Street
4,8.0,43.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
4,43.0,55,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,0.0,7.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,7.0,34.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,34.0,50.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
6,50.0,54,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
7,0.0,7.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
7,7.0,43.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
7,43.0,52.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
7,52.0,53.1,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
8,0.0,9.0,FILL,1981 0428 4779 BCH Blackfan Street
8,9.0,20.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,20.0,39.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,39.0,52.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
8,52.0,54.5,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
10A,0.0,10.0,FILL,1981 0428 4779 BCH Blackfan Street
10A,10.0,35.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
10A,35.0,60.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
10A,60.0,65.2,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
11,0.0,1.0,FILL,1981 0428 4779 BCH Blackfan Street
11,1.0,23.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
11,23.0,35.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
11,35.0,67.9,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
12,0.0,1.0,FILL,1981 0428 4779 BCH Blackfan Street
12,1.0,34.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
12,34.0,49.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
12,49.0,64,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
14,0.0,5.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
14,5.0,32.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
14,32.0,60.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
14,60.0,69.2,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
15,0.0,5.0,ORGANIC DEPOSITS,1981 0428 4779 BCH Blackfan Street
15,5.0,45.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
15,45.0,60.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
15,60.0,67.3,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
B-1,0.0,5.0,FILL,1981 0428 4779 BCH Blackfan Street
B-1,5.0,10.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-1,10.0,55.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-1,55.0,71.5,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
