Location ID,Depth Top,Depth Base,Geology Code,Location Code
B-122,0.0,4.0,FILL,Soils Report-Mcphail
B-122,4.0,8, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-123,0.0,23.5,FILL,Soils Report-Mcphail
B-123,23.5,6.5,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-123,6.5,53.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-123,53.5,60,GLACIOFLUVIAL (SAND) DEPOSITS,Soils Report-Mcphail
B-124,0.0,9.5,FILL,Soils Report-Mcphail
B-124,9.5,22, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-125,0.0,13.5,FILL,Soils Report-Mcphail
B-125,13.5,20, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-126,0.0,16.5,FILL,Soils Report-Mcphail
B-126,16.5,53.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-126,53.0,65.2,GLACIAL TILL,Soils Report-Mcphail
B-129,0.0,9.0,FILL,Soils Report-Mcphail
B-129,9.0,20, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-130,0.0,9.0,FILL,Soils Report-Mcphail
B-130,9.0,17, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-131,0.0,13.0,FILL,Soils Report-Mcphail
B-131,13.0,20, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-132,0.0,11.0,FILL,Soils Report-Mcphail
B-132,11.0,20, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-133,0.0,13.5,FILL,Soils Report-Mcphail
B-133,13.5,19, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-136,0.0,14.0,FILL,Soils Report-Mcphail
B-136,14.0,20, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-136-A,0.0,15.0,FILL,Soils Report-Mcphail
B-136-A,15.0,16.5,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-136-B,0.0,12.5,FILL,Soils Report-Mcphail
B136-C,0.0,10.0,FILL,Soils Report-Mcphail
B136-C,10.0,12, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-136-D,0.0,11.0,FILL,Soils Report-Mcphail
B-136-D,11.0,11,ORGANIC DEPOSITS,Soils Report-Mcphail
B-137,0.0,15.0,FILL,Soils Report-Mcphail
B-137,15.0,57,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-138,0.0,13.0,FILL,Soils Report-Mcphail
B-138,13.0,20,GLACIAL TILL,Soils Report-Mcphail
B-139,0.0,13.5,FILL,Soils Report-Mcphail
B-139,13.5,20, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-140,0.0,13.5,FILL,Soils Report-Mcphail
B-140,13.5,49.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-140,49.0,57,GLACIAL TILL,Soils Report-Mcphail
